"release_speed","balls","strikes","pfx_x","pfx_z","plate_x","plate_z","release_spin_rate","class"
93.2,0,0,1,1.42,0.45,3.8,2336,"Weak/Miss"
83.9,2,2,-1.47,1.3,-0.37,1.46,2334,"Take"
82.1,3,2,0.17,0.47,-0.09,2.54,2216,"Strong"
85.2,2,2,-1.42,0.72,-1.77,2.09,2092,"Take"
88.5,1,1,0.35,0.74,-0.71,2.45,2426,"Take"
83.2,0,1,-1.27,1.23,-1.88,1.96,2180,"Take"
83.9,1,2,0.23,0.49,0.36,0.8,2366,"Take"
92.3,0,0,-0.4,1.44,0.41,2.85,2099,"Take"
82.5,0,2,0.21,0.51,0.95,0.07,2166,"Take"
87.2,0,1,-0.36,0.97,-0.55,3.98,2010,"Weak/Miss"
83.6,0,0,0.24,0.5,-0.54,2.02,2160,"Take"
86.3,2,2,0.1,0.84,0.31,2.13,1745,"Strong"
86.1,2,1,-0.22,0.92,-0.49,1.97,1684,"Strong"
77.2,1,1,0.66,0.3,-1.53,1.38,1826,"Take"
85.5,1,0,0.25,0.89,0.53,3.13,1786,"Take"
77.8,0,0,0.49,-0.66,0.42,0.7,1877,"Take"
85.7,1,2,-1.18,-0.34,-0.3,0.82,2678,"Weak/Miss"
84.7,1,1,-0.76,-0.05,0.74,1.67,2450,"Take"
90.5,1,0,0.51,1.09,0.08,3.26,2241,"Weak/Miss"
83.6,0,0,-1.23,-0.32,1.05,1.86,2616,"Take"
78,0,2,1.2,0.52,0.43,2.04,2994,"Weak/Miss"
93.3,0,2,-1.66,0.34,-1.17,2.24,2142,"Weak/Miss"
85.3,0,1,1.09,1.3,0.45,2.5,1925,"Weak/Miss"
86.9,0,0,0.81,1.42,-0.24,2.4,2034,"Weak/Miss"
96.4,0,1,-1.31,0.69,-0.88,2.62,2264,"Strong"
98.1,0,0,-1.39,0.75,-0.08,2.2,2308,"Strong"
86.4,2,2,-1.19,0.26,-0.04,1.99,1677,"Strong"
87.8,1,2,-1.36,0.48,0.4,1.43,1655,"Take"
92.8,1,1,-1.37,1.06,-0.02,2.62,2093,"Weak/Miss"
86.6,1,0,-1.22,0.75,0.34,1.42,1710,"Take"
82.6,0,0,0.12,-1.04,1.18,0.49,2708,"Take"
87.8,3,1,-1.04,0.72,0.76,1.34,1548,"Take"
87.4,2,1,-1.27,0.38,0.28,0.77,2959,"Take"
86.4,1,1,-0.91,0.01,0.7,0.04,1524,"Take"
87.6,1,0,-1.32,0.09,-0.48,1.12,1605,"Weak/Miss"
93.2,0,0,-1.44,0.89,0.1,3.47,1936,"Take"
96.2,3,2,0.29,1.26,0.6,1.95,2769,"Weak/Miss"
93.4,0,2,-0.99,1.45,-0.61,3.87,2412,"Weak/Miss"
92.4,0,1,-0.86,1.46,-0.71,3.41,2291,"Weak/Miss"
96.8,3,1,0.08,1.28,-0.69,1.86,2781,"Take"
91.9,0,0,-0.91,1.42,-0.56,1.81,2234,"Take"
97.1,3,0,0.49,1.42,-0.58,2.18,2842,"Take"
97,2,0,0.55,1.23,-0.22,1.01,2592,"Take"
98,1,0,0.12,1.16,1.54,3.89,2712,"Take"
97.7,0,0,0.43,1.4,-0.95,2.28,2673,"Take"
85.6,1,1,-0.91,0.27,0.19,1.79,1471,"Strong"
86.1,0,1,-0.49,0.35,-1.52,3.19,1284,"Take"
81.6,0,0,0.4,-0.73,-0.42,1.46,2464,"Strong"
91.9,3,2,-1.59,0.39,0.71,1.59,1724,"Take"
92.8,3,1,-1.11,1.01,-0.93,2.63,1812,"Take"
93.1,2,1,-1.02,1.54,-1.28,1.81,1960,"Take"
77.8,1,1,1.22,-1.14,-1.53,2.85,2557,"Take"
91.9,1,0,-0.96,1.48,-1.01,2.74,1847,"Take"
91.6,0,0,-1.27,0.93,-1.33,1.6,1765,"Take"
87.7,0,1,-0.31,0.62,-1.04,1.75,2639,"Strong"
94.2,0,0,0.76,1.72,-0.97,2.71,2554,"Take"
84.7,1,0,-1.12,0.25,-0.32,1.82,1414,"Strong"
92.9,0,0,-0.66,1.28,-1.09,4.45,1890,"Take"
88.8,0,0,0.7,0.37,0.9,1.43,2586,"Strong"
94.6,0,2,0.73,1.54,-0.08,3.23,2538,"Weak/Miss"
94.1,0,1,0.41,1.7,-0.96,3.24,2578,"Weak/Miss"
93.8,0,0,0.46,1.74,-0.64,2.95,2513,"Take"
83.9,2,2,-0.68,0.9,-0.55,2.21,1891,"Weak/Miss"
83.8,1,2,-0.84,1.03,-0.85,0.66,1933,"Take"
90.9,1,2,-0.28,1.68,1,3.3,2186,"Weak/Miss"
91.3,0,2,-0.6,1.6,-1.25,3.08,2251,"Take"
90.5,0,1,-0.54,1.6,-0.25,2.54,2129,"Weak/Miss"
86.6,0,0,0.32,0.49,1.48,1.99,1638,"Weak/Miss"
88.5,1,1,-0.28,0.02,0.71,1.66,2764,"Weak/Miss"
88.6,1,0,-0.4,-0.03,0.2,1.36,2718,"Weak/Miss"
96.9,0,0,0.56,1.32,1.06,2.78,2655,"Take"
79.3,1,2,1.1,-0.6,0.36,1.44,2448,"Strong"
91.7,1,2,-0.5,1.6,0.08,2.61,2432,"Weak/Miss"
91.7,0,2,-0.45,1.54,-0.65,4.05,2186,"Take"
91.2,0,1,-0.25,1.54,-0.59,2.78,2180,"Weak/Miss"
91.7,0,0,-0.63,1.61,-0.18,3.07,2957,"Weak/Miss"
81.6,1,2,1.03,-0.95,-0.11,0.99,2745,"Strong"
82.2,1,2,-1.3,0.67,-1.27,2.23,1586,"Strong"
92.7,1,2,-0.41,1.39,-0.38,2.47,2284,"Weak/Miss"
81.2,0,2,0.97,-0.77,-1.41,1.55,2719,"Take"
92.5,0,2,-0.91,1.12,-0.1,4.6,1967,"Take"
92,0,1,-0.86,1.14,0.55,3.46,2031,"Take"
92.4,0,1,-0.47,1.3,0.66,2.1,1437,"Take"
81.2,0,0,-1.26,0.93,-1.2,2.35,1703,"Weak/Miss"
80.8,0,0,0.92,-1.03,0.5,1.17,2609,"Weak/Miss"
91,1,0,-1.11,0.64,-0.53,2.87,2085,"Strong"
82.2,0,0,0.66,-0.55,0.89,0.55,2673,"Take"
94.5,2,1,-0.86,0.88,-0.76,1.94,2547,"Strong"
83.7,1,1,0.82,-0.44,1.99,-0.06,2474,"Take"
92.5,2,2,-1.43,0.58,-0.78,1.65,2043,"Weak/Miss"
94.8,0,1,-0.1,0.97,-0.01,4.33,2588,"Take"
86.9,1,2,-1.2,-0.09,-2.2,3.64,1733,"Take"
93.5,0,0,0.13,0.8,0.73,2.85,2560,"Weak/Miss"
83.4,0,2,0.85,-0.78,1.61,-0.18,2704,"Take"
82.4,0,1,1.09,-0.83,0.62,0.84,2691,"Weak/Miss"
91.9,0,0,-0.96,0.7,0.06,2.71,2125,"Take"
79.1,2,2,-0.71,0.32,-0.87,1.51,2696,"Strong"
79.2,2,1,-1.1,0.47,-0.75,1.83,2704,"Weak/Miss"
80.6,2,0,-1,0.22,-1.25,2.38,2649,"Weak/Miss"
92.1,1,0,0.94,1.35,-1.67,2.05,2253,"Take"
91.7,0,0,1.1,1.23,-1.41,3.1,2310,"Take"
93.1,1,1,-1.23,0.7,-0.29,2.88,2025,"Strong"
92.7,0,1,-1.31,0.58,1.05,1.35,2041,"Take"
79.3,0,0,0.65,-0.38,-0.34,2.53,2141,"Take"
94.1,3,2,-1.33,0.52,-0.69,1.37,2055,"Strong"
94.2,2,2,-1.36,0.53,0.97,2,2019,"Take"
88.9,2,1,-1.35,0.8,-0.75,1.63,1963,"Weak/Miss"
80.2,1,1,0.87,-0.54,-1.67,2.82,2380,"Take"
88.1,0,2,0.21,1.25,-0.46,1.92,2511,"Strong"
94.3,1,0,-1.35,0.69,-0.69,1.43,2021,"Take"
83.6,0,2,-0.9,0.46,-0.43,0.94,1566,"Weak/Miss"
90.7,2,0,1.53,0.7,0.13,2.07,2994,"Weak/Miss"
95,0,0,-1.34,0.64,-2.38,1.69,2002,"Take"
83.2,1,0,-0.43,0.27,-1.1,0.82,2309,"Take"
91.6,0,0,-1.38,1.03,-0.67,3.39,2361,"Weak/Miss"
91.1,0,0,1.32,0.82,1.02,3.95,3019,"Take"
90.9,0,1,-0.27,1.51,0.77,2.07,2093,"Weak/Miss"
76.6,0,0,0.29,-1.07,-0.55,1.86,2161,"Take"
92.8,1,0,1.3,1.05,1.36,2.89,2106,"Weak/Miss"
90.4,0,0,0.35,1.14,-1.08,0.52,2357,"Take"
86.5,1,1,-1.51,0.52,-0.85,1.56,2082,"Weak/Miss"
93.9,0,1,-0.67,1.31,-0.33,4.11,2406,"Take"
93.8,0,0,-1.4,0.59,0.46,2.25,2232,"Take"
83.5,0,1,1.28,0.53,-0.49,1.25,2210,"Strong"
90.8,0,0,1.25,1.08,0.44,1.9,2078,"Take"
101.3,2,2,0.69,1.41,0.45,2.73,2521,"Weak/Miss"
101,1,2,1.2,1.43,0.43,0.79,2604,"Take"
82.9,1,1,-1.28,0.09,0.53,2.74,2421,"Take"
88.4,0,1,-0.57,0.85,-1.05,2.08,2384,"Take"
84.4,0,0,-1.18,0.32,-0.57,2.51,2349,"Weak/Miss"
93,0,1,1.3,0.96,0.45,1.92,2162,"Strong"
93.4,0,0,1.38,0.99,0.48,2.16,2215,"Take"
91.1,3,0,0.26,1.52,-1.3,2.16,2313,"Take"
91.4,2,0,0.47,1.53,-1.24,2,2231,"Take"
84.8,1,0,-0.28,0.57,-0.4,0.56,2195,"Take"
84.2,0,0,-0.33,0.18,-0.52,1.22,2145,"Take"
88.5,1,0,1.05,0.46,0.45,2.06,1976,"Strong"
83,0,0,-0.35,0.33,-1.04,1.4,2168,"Take"
95.4,3,2,-0.53,1.58,0.4,2.12,2537,"Weak/Miss"
95.3,3,2,-0.53,1.59,-0.45,2.33,2476,"Weak/Miss"
95.3,2,2,-0.72,1.74,-1.32,3.88,2480,"Take"
84.7,2,2,0.11,-0.19,0.31,0.52,2400,"Strong"
94.7,1,2,-0.67,1.74,-1.41,4.01,2411,"Take"
95.1,0,2,-0.58,1.49,0.67,4.07,2508,"Take"
95,0,1,-0.67,1.71,0.21,3.07,2540,"Weak/Miss"
95.1,0,0,-0.61,1.74,-0.36,2.2,2496,"Take"
90.9,0,0,1.38,0.45,0.89,1.61,2074,"Weak/Miss"
80.1,3,2,-0.62,-0.7,-0.81,2.77,1895,"Weak/Miss"
85.5,3,2,0.12,0.44,0.09,1.75,1899,"Weak/Miss"
92.6,2,2,1.41,0.8,-1.13,0.9,2274,"Take"
79.5,2,2,-0.29,-0.57,-0.27,2.22,1938,"Strong"
92.8,2,1,1.11,1.06,0.06,3.39,2263,"Weak/Miss"
85.8,2,0,0.5,0.27,-0.54,2.41,2053,"Weak/Miss"
86.4,1,0,0.3,0.28,-1.31,1.97,2148,"Take"
91.7,0,0,0.99,1.13,-1.07,1.84,2278,"Take"
91.5,1,0,1.29,1.17,-0.1,2.05,2201,"Strong"
85.6,0,0,0.07,0.85,-2.22,0.52,2180,"Take"
84.3,2,2,0.15,-0.14,-0.51,2,2532,"Weak/Miss"
84.7,2,2,0.01,-0.33,0.12,0.7,2546,"Weak/Miss"
84.8,2,2,0.25,0.09,-0.43,0.57,2608,"Weak/Miss"
84.1,1,2,0.13,-0.32,0.52,-1.29,2613,"Take"
85.6,0,1,0.31,0.02,0.4,0.27,2637,"Take"
84.2,0,0,0.2,-0.11,0.62,0.98,2622,"Weak/Miss"
84.1,0,0,1.13,0.05,0.23,1.82,2221,"Strong"
93.4,2,2,1.32,0.97,0.25,2.88,2224,"Weak/Miss"
92.6,2,1,1.31,1.11,-0.51,2.14,2198,"Weak/Miss"
93.1,2,0,1.25,1.22,0.76,2.9,2246,"Weak/Miss"
87.2,1,0,0.05,0.51,-1.66,0.15,2194,"Take"
92.5,0,0,1.31,1.32,-1.2,1.07,2319,"Take"
96.8,1,1,-0.76,1.53,0.5,3.61,2486,"Strong"
82.6,1,0,0.55,-0.81,-0.22,2.62,2786,"Strong"
85.9,0,0,-1.21,0.72,-0.65,3.6,1660,"Take"
89.8,0,2,0.51,0.32,0.98,1.08,2658,"Weak/Miss"
96.6,0,1,-1.06,1.56,0.29,2.54,2579,"Take"
83.2,0,0,0.92,-0.78,0.17,3.31,2834,"Take"
77.6,2,2,0.96,-0.66,-0.35,3.42,2859,"Strong"
87,2,2,-1.3,0.66,-1.29,1.39,1733,"Weak/Miss"
92.1,1,2,-0.4,1.41,-1.24,4.09,2204,"Take"
87,1,0,-1.24,0.64,0.09,0.71,1846,"Weak/Miss"
78.1,0,0,1.42,-0.15,-0.54,3.39,2838,"Take"
97.1,3,2,-1.16,1.44,-0.36,3.05,2492,"Weak/Miss"
85.2,2,2,0.56,-0.9,1.02,0.79,2848,"Take"
97.2,1,2,-1.21,1.56,-1.44,4.05,2581,"Take"
85,0,1,0.69,-1.09,1.62,-1.08,2822,"Take"
96,0,0,-0.93,1.63,-0.52,2.61,2484,"Take"
82.7,1,2,0.76,-1.51,0.33,0.57,3034,"Weak/Miss"
96.9,1,1,0.19,1.14,0.03,2.25,2494,"Take"
95.8,0,1,0.07,1.49,-0.02,3.51,2366,"Take"
96.3,0,0,0.09,1.21,0.25,3.64,2338,"Weak/Miss"
97.3,3,2,0.28,1.25,0.39,3.65,2408,"Weak/Miss"
97,3,2,0.2,1.34,0.58,3.35,2273,"Weak/Miss"
81.1,2,2,0.49,-1.55,-1.32,5.95,2863,"Take"
81.6,2,2,0.54,-1.41,-0.16,1.65,3020,"Weak/Miss"
97.5,1,2,0.33,1.27,1.1,2.04,2537,"Take"
92.8,2,2,1.08,1.05,-0.7,2.36,2079,"Weak/Miss"
83.4,1,2,0.66,-1.4,0.73,1.07,2980,"Weak/Miss"
97.4,1,1,0.19,1.16,0.35,2.63,2254,"Strong"
84.3,1,2,0.11,0.34,-1.97,0.04,2064,"Take"
92.4,0,1,-0.61,0.53,1.03,1.23,1690,"Take"
93,1,1,1.33,0.97,-0.94,1.49,2047,"Take"
85.1,0,1,1.18,0.38,-0.89,0.86,1816,"Take"
80.4,0,0,0.67,-1.52,-0.1,2.63,2837,"Take"
92.2,0,0,0.95,1.15,0.59,2.82,2052,"Take"
87.3,1,0,-0.23,0.5,-0.83,2.7,2279,"Strong"
87,0,0,-0.28,0.38,-0.95,3.78,2187,"Take"
98.3,1,1,0.21,1.34,0.3,3.06,2332,"Strong"
96.3,1,0,-0.07,1.23,-0.12,3.86,2238,"Weak/Miss"
80.7,0,0,0.73,-1.37,-0.04,1.3,2876,"Take"
87,0,1,-0.1,0.38,-0.97,1.86,2411,"Strong"
95.1,0,0,0.66,1.52,0.05,3.33,2367,"Weak/Miss"
96.3,1,0,0.68,1.38,-0.17,2.3,2471,"Strong"
87.9,0,0,-0.2,0.2,-1.09,0.84,2598,"Take"
91,1,2,-0.75,1.11,-0.84,3.46,1984,"Weak/Miss"
90.9,0,2,-0.77,1.04,-1.19,4.03,1965,"Take"
90.3,0,1,-0.83,1.08,-0.82,3.24,2032,"Weak/Miss"
90.5,0,0,-0.97,1.04,-1.02,2.29,2054,"Take"
91.9,0,0,-1.17,0.83,0.25,2.75,2993,"Strong"
86.4,1,1,-0.81,-0.1,-0.59,2.39,1291,"Strong"
91.7,1,0,-0.45,1.28,-0.78,3.42,2217,"Weak/Miss"
91.8,0,0,-0.67,1.38,1.24,2.64,2244,"Take"
94.4,0,2,-0.88,1.07,0.4,2.02,2613,"Strong"
84.8,0,1,-0.31,1.08,-0.42,3.12,2030,"Weak/Miss"
84.7,0,0,0.57,0.13,-0.51,2.42,2547,"Weak/Miss"
86.2,0,2,-0.75,0.35,-0.7,0.87,1255,"Strong"
92.6,0,1,-0.76,1.32,-0.11,3.31,2189,"Weak/Miss"
92.9,0,0,-0.77,1.37,-0.55,2.32,2187,"Weak/Miss"
82,1,1,-1.13,1.03,-0.9,1.91,2265,"Weak/Miss"
87.5,0,1,0.42,0.56,0.6,1.03,2399,"Take"
91.3,0,0,-0.37,1.49,-0.39,2.79,2145,"Weak/Miss"
96.5,3,2,0.58,1.1,-0.78,1.91,2402,"Weak/Miss"
78.9,3,2,-0.69,-1.26,0.78,1.76,2687,"Weak/Miss"
95.8,2,2,0.62,0.99,-1.19,3.81,2464,"Take"
77.9,1,2,-0.87,-1.1,1.85,2.88,2640,"Take"
78.7,1,2,-0.89,-0.55,-1.19,1.75,2397,"Weak/Miss"
96.2,0,2,0.51,1.44,0.25,4.39,2374,"Take"
95.4,0,1,0.74,1.28,-0.72,2.83,2473,"Take"
78.2,0,0,-0.94,-0.67,-0.77,1.88,2508,"Weak/Miss"
77.3,1,0,0.7,-1.39,-0.46,0.99,2328,"Strong"
78,0,0,0.71,-1.58,-0.84,0.08,2242,"Take"
97.3,1,2,-0.4,1.43,-0.94,3.93,2409,"Weak/Miss"
96.4,1,1,-0.61,1.54,-0.57,3.82,2311,"Strong"
95.8,1,0,-0.82,1.5,-0.6,3.47,2265,"Weak/Miss"
89,0,0,0.22,0.15,0.89,3.31,2079,"Take"
71.8,2,2,1.2,-1.19,-0.08,0.39,2590,"Weak/Miss"
87.4,2,1,-0.09,1.26,-0.18,1.81,1856,"Weak/Miss"
84.7,1,1,0.47,1.1,1.37,1.98,2146,"Take"
87.6,1,0,-0.02,1.54,0.54,3.35,2031,"Weak/Miss"
88.3,0,0,-0.14,1.33,-1.79,2.56,1909,"Take"
85.7,0,2,-0.52,0,0.73,2.86,2351,"Weak/Miss"
85.9,0,1,-0.3,0.2,-0.23,2.6,2271,"Weak/Miss"
86.6,2,2,-0.7,0.71,-1.08,1.39,1251,"Weak/Miss"
94.9,0,0,1.45,0.85,-0.58,3.22,2097,"Take"
86.1,1,2,-0.66,0.64,-0.98,0.37,1513,"Take"
82.4,0,2,0.41,-0.34,0.32,-0.53,2436,"Take"
94,0,1,-1,1.17,0.56,2.74,2060,"Take"
93.8,0,0,-1.16,1.19,-0.26,3.4,2289,"Weak/Miss"
90.8,3,2,-0.46,1.57,-1.07,1.46,2177,"Take"
88.9,2,2,-0.82,1.19,0.83,1.95,2046,"Take"
79,2,1,-0.4,0.73,0.12,0.93,1437,"Weak/Miss"
89.5,2,0,-0.31,1.55,-0.97,2.48,2100,"Take"
84.9,1,0,0.26,1.34,1.15,3.07,2198,"Take"
87.6,0,0,-1.05,1.14,-1.09,2.8,1947,"Take"
86.3,1,0,0.19,0.82,0.78,1.82,2152,"Weak/Miss"
92.4,0,0,-0.4,1.32,1.17,2.47,2159,"Take"
78.6,0,1,1.35,0.63,0.38,1.57,1958,"Strong"
88.9,0,0,1.26,0.85,0.79,2.15,1980,"Take"
93.3,2,2,0.49,1.58,-0.29,2.89,2123,"Weak/Miss"
87.7,1,2,-0.18,0.58,-1.75,1.54,2335,"Take"
88.6,1,2,1.44,0.93,1.61,1.59,1986,"Strong"
89,0,2,1.68,0.62,-0.09,0.86,2080,"Take"
87.3,0,1,-0.18,0.61,-0.63,3.01,2306,"Take"
93.4,0,0,0.37,1.56,-0.76,2.71,2152,"Take"
89.3,0,2,1.12,1.04,-0.56,2.83,1927,"Take"
89.9,0,1,1.31,1.08,0.35,2.61,2035,"Weak/Miss"
88,0,0,1.34,1,-0.17,2.89,2008,"Take"
96.8,0,0,1.28,0.74,0.58,2.15,2186,"Weak/Miss"
91.5,3,2,-0.45,1.19,-0.92,2.93,2220,"Weak/Miss"
92.6,2,2,-0.43,1.17,1.4,2.12,2293,"Take"
77.2,1,2,1.64,-0.73,0.15,0.5,2853,"Take"
83.3,1,2,0.32,0,-0.49,2.92,2212,"Strong"
93.2,1,2,-0.79,1.42,-0.27,3.62,2403,"Weak/Miss"
76.6,1,2,1.58,-1.07,-1.02,1.74,2856,"Weak/Miss"
78.1,1,1,1.56,-0.65,-0.22,2.41,2827,"Weak/Miss"
91.9,1,0,-0.77,1.28,-0.46,2.88,2319,"Weak/Miss"
76.9,0,0,1.41,-0.38,-1.57,2.89,2811,"Take"
78.3,0,1,1.5,-0.74,-0.71,2.4,2860,"Strong"
84.2,0,0,0.51,0.08,-0.57,3.47,2427,"Take"
85.8,3,2,0.04,-0.57,-0.71,1.42,2264,"Take"
96.4,3,2,0.06,1.07,1.14,3.05,2423,"Weak/Miss"
95.4,3,2,-0.01,1.25,0.18,2.98,2432,"Weak/Miss"
94.4,1,2,-0.74,1.42,-0.59,2.72,2439,"Weak/Miss"
79,0,2,1.54,-1.09,2,-1.52,3095,"Take"
95.8,2,2,0.11,1.06,0.28,4.23,2361,"Take"
86.6,1,2,0.17,0.03,-2.28,2.48,2262,"Take"
80.2,0,1,1.36,-0.9,1.99,1.55,2948,"Weak/Miss"
97.3,0,2,-0.16,1.23,0.13,4.18,2400,"Take"
97,0,1,0.1,1.24,0.08,4.01,2320,"Weak/Miss"
85.6,2,1,-1.37,1.09,0.75,2.01,2142,"Strong"
93,1,1,-1.44,0.31,1.08,1.34,2249,"Take"
93.3,0,1,-0.98,1.19,0.8,2.84,2371,"Take"
93.1,0,0,-1.48,0.46,0.1,1.61,2377,"Take"
84.3,0,1,-0.12,0.51,-0.79,1.62,1919,"Strong"
93,0,2,-1.41,0.21,0.28,3.24,2215,"Take"
93.8,0,2,-0.75,1.02,-0.26,3.16,2338,"Strong"
93.2,0,1,-1.21,0.23,0.76,2.27,2241,"Take"
79.3,0,0,0.13,-0.14,-0.55,2.06,2220,"Weak/Miss"
94.8,0,0,0.77,0.31,0.54,1.64,2085,"Weak/Miss"
84,1,2,0.01,0.34,-0.19,2.53,1768,"Weak/Miss"
92,0,2,0.91,1.18,-0.04,4.2,2065,"Take"
91.7,0,1,1.31,1.06,0.24,1.73,2016,"Weak/Miss"
91.4,0,0,1.14,1.13,0.26,2.67,1969,"Take"
93.4,2,2,-0.59,1.33,0.84,2.82,2354,"Strong"
92.4,1,1,-0.73,1.61,0.08,4.09,2271,"Take"
83.5,1,0,0.56,0.4,-0.08,2.28,2260,"Weak/Miss"
92.5,0,0,-0.68,1.66,0.37,4.8,2306,"Take"
87.6,1,2,-1.33,0.7,-1.07,2.49,1750,"Strong"
96.5,0,2,-0.4,1.48,0.03,4.11,2127,"Take"
86.7,0,1,-1.29,0.6,-0.3,2.01,2005,"Weak/Miss"
92.6,1,2,-0.52,1.43,0.29,3.51,2316,"Weak/Miss"
96.4,0,0,-0.59,1.27,-0.2,3.39,2189,"Weak/Miss"
86.4,1,1,-0.94,0.62,0.49,1.28,1500,"Weak/Miss"
92.7,0,1,-0.43,1.36,0.63,3.94,2134,"Take"
92.5,0,0,-0.69,1.44,0.1,3.19,2226,"Take"
84.3,2,2,-0.88,0.37,-1.21,1.98,1585,"Strong"
94.1,1,2,-0.52,0.88,-1.03,3.67,2325,"Take"
84.6,1,1,-0.76,0.93,0.8,2.04,1735,"Strong"
85.1,0,1,-1.05,0.68,-0.26,-0.76,1700,"Take"
94.8,0,0,-0.66,0.99,-0.83,2.1,2368,"Take"
92.8,0,1,1.13,1.21,0.23,2.72,2156,"Strong"
80.2,0,0,-0.08,-0.06,-0.77,2.94,2198,"Take"
93.8,0,0,1.16,1.25,1.08,2.66,2080,"Weak/Miss"
92.8,2,2,-0.15,1.47,0.72,3.03,2442,"Weak/Miss"
87.9,1,2,-1.17,0.64,-0.93,4.23,1768,"Take"
87.6,0,2,-0.96,0.9,-1.54,0.33,1753,"Take"
88.5,0,0,-1.3,0.77,-0.02,1.99,1823,"Take"
99.4,1,2,-1.2,1.12,-0.68,3.66,1692,"Weak/Miss"
99.3,0,2,-0.85,1.31,0.79,3.34,1366,"Take"
91.1,0,1,-0.16,0.55,1.03,1.95,2218,"Weak/Miss"
90.2,0,0,0.09,0.46,0.56,1.99,2193,"Weak/Miss"
85.1,0,0,0.43,-0.14,-0.39,1.94,2730,"Weak/Miss"
92.4,1,2,-1.12,0.27,-0.76,3.03,1712,"Strong"
92.7,1,1,-1.07,0.3,-0.52,1.4,1629,"Weak/Miss"
99,0,1,-0.57,1.37,-0.76,2.74,2465,"Take"
91.5,0,0,-1.05,0.32,-0.39,2.45,1505,"Take"
95.2,0,2,0.32,1.52,0.02,3.9,2171,"Weak/Miss"
99.8,0,0,-0.5,1.28,0.69,2.29,2464,"Strong"
90.4,0,2,-0.21,0.86,-0.08,1.81,2203,"Weak/Miss"
91,0,0,-0.42,0.84,0.21,2.52,2338,"Take"
81.5,2,2,-0.54,-0.53,-0.44,2.64,2333,"Strong"
92.8,1,2,1.34,0.81,1.73,2.41,1964,"Take"
93.1,0,2,0.75,1.25,-0.95,3.84,2210,"Take"
80.9,0,1,-0.73,-0.3,-0.17,0.99,2298,"Weak/Miss"
91.8,0,0,0.67,1.32,-0.48,2.28,2187,"Take"
81.8,2,1,-0.44,0.17,-0.36,1.96,2229,"Strong"
93.2,1,1,1.28,1.05,0.07,0.83,2191,"Take"
92.8,1,0,1.32,1.07,-0.37,1.58,2115,"Take"
93.4,0,0,1.12,1.01,-0.13,1.25,2137,"Take"
84.4,0,2,-0.38,-0.24,-0.79,2.49,2423,"Weak/Miss"
81.5,3,2,0.92,-0.33,-0.7,1.86,2591,"Strong"
93.7,0,1,1.06,0.68,0.89,3.05,2057,"Weak/Miss"
86,2,2,0.4,-0.77,0.84,0.56,2389,"Take"
93.2,1,2,0.03,0.84,-1.19,4.5,2322,"Take"
82.7,0,0,-0.31,-0.31,0.72,2.47,2207,"Take"
94,0,2,0.03,0.9,-1.11,4.03,2369,"Take"
94.4,0,0,-0.02,0.83,0.01,2.1,2287,"Take"
84.2,1,1,-1.15,0.43,-0.97,2.82,1598,"Strong"
87.9,1,0,0.3,0.4,-0.76,2.48,1982,"Take"
87.1,0,0,0.4,0.39,-0.05,3.98,2023,"Take"
88.3,2,2,-1.08,0.64,-0.3,3.15,1369,"Weak/Miss"
92.7,0,0,-1.08,0.7,-0.42,2.36,1466,"Strong"
87.7,2,1,-1.24,0.4,-0.02,2.92,1394,"Weak/Miss"
88,1,1,-1.24,0.69,-0.9,0.1,1701,"Take"
95.1,0,1,-0.5,1.37,1.62,1.31,2186,"Take"
88.9,0,0,0.44,0.36,0.42,3.21,2030,"Take"
80.2,0,1,-0.42,-0.69,-0.15,1.46,2471,"Strong"
92.7,0,0,0.67,1.55,-0.88,2,2477,"Take"
85.2,0,0,1.05,0.8,0.4,2.18,1798,"Strong"
77,0,1,1.5,0.55,0.31,1.55,1597,"Strong"
70.5,0,0,-1.25,-0.4,-0.23,2.53,2363,"Take"
86,3,2,-1.13,0.51,0.23,1.15,1508,"Weak/Miss"
85.4,3,1,-1.41,0.77,-0.44,1.09,1660,"Weak/Miss"
93.9,2,1,-0.75,1.38,-0.96,3.49,2205,"Take"
86.8,2,1,1.33,0.74,0.62,1.81,2064,"Weak/Miss"
71.3,1,1,-1.29,-0.51,-1.13,0.58,2372,"Take"
93,1,1,-0.8,1.26,-1.34,2.81,2322,"Take"
87.1,0,1,1.51,0.93,1.67,2.42,1958,"Take"
94.4,0,1,-0.79,1.43,-0.2,3.73,2337,"Take"
93.9,0,0,-0.76,1.54,-0.34,3.2,2406,"Weak/Miss"
87.5,0,0,1.23,0.71,0.1,2.42,1953,"Strong"
87.7,3,2,-0.76,0.24,-0.57,2.67,1698,"Weak/Miss"
87.2,2,2,-1.27,0.49,0.57,0.47,1756,"Take"
87.4,2,1,-0.97,0.29,0.33,1.38,1608,"Weak/Miss"
93.3,2,0,-1.19,1.24,-0.27,1.97,2271,"Strong"
86.6,1,0,-1.24,0.36,-0.16,0.41,1850,"Take"
92.5,0,0,-1.01,1.42,0.95,2.56,2319,"Take"
88.5,1,1,-1.12,0.52,0.04,2.58,1488,"Strong"
87.9,0,1,-1.13,0.44,-0.63,0.52,1704,"Take"
82.2,0,0,0.35,-1.13,-0.39,2.37,2620,"Take"
82,3,2,-0.91,-0.5,-1.23,1.52,2054,"Weak/Miss"
